Event Name,Country,Subnational,Metro Area,Venue Name,Address,Frequency,When,Type,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,Game 7,Game 8,Game 9,Game 10,Twitter,Bluesky,Discord,Facebook,Instagram,Website / Startgg / Linktree / Etc,Email,Twitch1,Twitch2,YouTube,Other Notes,Status,Added,Last Update
Anime Fighters Weekly,USA,Connecticut,Hartford,Gamer's Guild,"785 West Main Street, New Britain, CT 06053",Weekly,Monday,Tournament,GGST,GBVSR,DBFZ,Various,,,,,,,ct_GamersGuild,,Gamer's Guild CT,CT Gamer's Guild,,https://ctgamersguild.com/ https://linktr.ee/GamersGuild,stevenl235@yahoo.com,gamersguildct,,Gamer's Guild CT,,Active,2024.0118,2024.0118
FGC Weekly,USA,Connecticut,Hartford,Gamer's Guild,"785 West Main Street, New Britain, CT 06053",Weekly,Wednesday,Tournament,SF6,Tekken,MK1,,,,,,,,ct_GamersGuild,,Gamer's Guild CT,CT Gamer's Guild,,https://ctgamersguild.com/ https://linktr.ee/GamersGuild,stevenl235@yahoo.com,gamersguildct,,Gamer's Guild CT,Games list rotates,Active,2024.0118,2024.0118
Smash Weekly,USA,Connecticut,Hartford,Gamer's Guild,"785 West Main Street, New Britain, CT 06053",Weekly,Tuesday,Tournament,SSBU,,,,,,,,,,ct_GamersGuild,,Gamer's Guild CT,CT Gamer's Guild,,https://ctgamersguild.com/ https://linktr.ee/GamersGuild,stevenl235@yahoo.com,gamersguildct,,Gamer's Guild CT,,Active,2024.0118,2024.0118
Hall of Gaming Anime,USA,Connecticut,New Haven,Hall of Gaming,"150 Center Street, Wallingford, CT",Weekly,Friday,Tournament,GGST,MBTL,,,,,,,,,HoG_CT,,Hall of Gaming,HoG,,https://hog.gg/,hallofgamingct@gmail.com,HoG_CT,,HoG CT,Calendar here,Active,2024.0118,2024.0118
Hall of Gaming FGC,USA,Connecticut,New Haven,Hall of Gaming,"150 Center Street, Wallingford, CT",Weekly,Tuesday,Tournament,SF6,MK1,Tekken,,,,,,,,HoG_CT,,Hall of Gaming,HoG,,https://hog.gg/,hallofgamingct@gmail.com,HoG_CT,,HoG CT,Calendar here,Active,2024.0118,2024.0118
Hall of Gaming Platform,USA,Connecticut,New Haven,Hall of Gaming,"150 Center Street, Wallingford, CT",Weekly,Wednesday,Tournament,P+,Rivals,,,,,,,,,HoG_CT,,Hall of Gaming,HoG,,https://hog.gg/,hallofgamingct@gmail.com,HoG_CT,,HoG CT,Calendar here,Active,2024.0118,2024.0118
Hall of Gaming SSBM,USA,Connecticut,New Haven,Hall of Gaming,"150 Center Street, Wallingford, CT",Weekly,Thursday,Tournament,SSBM,,,,,,,,,,HoG_CT,,Hall of Gaming,HoG,,https://hog.gg/,hallofgamingct@gmail.com,HoG_CT,,HoG CT,Calendar here,Active,2024.0118,2024.0118
Hall of Gaming SSBU,USA,Connecticut,New Haven,Hall of Gaming,"150 Center Street, Wallingford, CT",Weekly,Monday,Tournament,SSBU,,,,,,,,,,HoG_CT,,Hall of Gaming,HoG,,https://hog.gg/,hallofgamingct@gmail.com,HoG_CT,,HoG CT,Calendar here,Active,2024.0118,2024.0118
ESG Fight Night FGC,USA,Connecticut,Waterford,East Side Games,"850 Hartford Turnpike, Waterford, CT 06385",Weekly,Monday,Tournament,GBVSR,GGST,SF6,Tekken,Various,,,,,,eastsidegamesct,,East Side Games,East Side Games CT,,http://start.gg/esg_fg  http://start.gg/esg,eastsidegamesct@gmail.com,ESG_Live_Streams,,East Side Games CT,,Active,2024.0118,2024.0118
ESG Fight Night SSBM,USA,Connecticut,Waterford,East Side Games,"850 Hartford Turnpike, Waterford, CT 06385",Weekly,Sunday,Tournament,SSBM,,,,,,,,,,eastsidegamesct,,East Side Games,East Side Games CT,,http://start.gg/esg_fg  http://start.gg/esg,eastsidegamesct@gmail.com,ESG_Live_Streams,,East Side Games CT,,Active,2024.0118,2024.0118
ESG Fight Night SSBU,USA,Connecticut,Waterford,East Side Games,"850 Hartford Turnpike, Waterford, CT 06385",Weekly,Thursday,Tournament,SSBU,,,,,,,,,,eastsidegamesct,,East Side Games,East Side Games CT,,http://start.gg/esg_fg  http://start.gg/esg,eastsidegamesct@gmail.com,ESG_Live_Streams,,East Side Games CT,,Active,2024.0118,2024.0118
ESG Monthly FGC,USA,Connecticut,Waterford,East Side Games,"850 Hartford Turnpike, Waterford, CT 06385",Monthly,Saturday,Tournament,MK1,GGST,SF6,Tekken,,,,,,,eastsidegamesct,,East Side Games,East Side Games CT,,http://start.gg/esg_fgc_monthly  http://start.gg/esg_ssb_monthly,eastsidegamesct@gmail.com,ESG_Live_Streams,,East Side Games CT,4th Saturday,Active,2024.0118,2024.0118
ESG Monthly Smash,USA,Connecticut,Waterford,East Side Games,"850 Hartford Turnpike, Waterford, CT 06385",Monthly,Saturday,Tournament,SSBU,SSBM,,,,,,,,,eastsidegamesct,,East Side Games,East Side Games CT,,http://start.gg/esg_fgc_monthly  http://start.gg/esg_ssb_monthly,eastsidegamesct@gmail.com,ESG_Live_Streams,,East Side Games CT,3rd Saturday,Active,2024.0118,2024.0118
Defend the District,USA,DC,DMV,GW Cloyd Marvin Heck Center,"800 21st St NW, Washington, DC 20052",Monthly,Saturday,Tournament,SSBM,SSBU,,,,,,,,,GWUEsports,,GWU Esports,GWU Esports,GWU Esports,https://linktr.ee/gwuesports,,GWUEsports,,,,Active,2024.0118,2024.0118
Southwest Florida FGC,USA,Florida,Fort Myers,Retro Zone Arcade,"3577 Fowler St, Fort Myers, FL 33901",Weekly,Thursday,Tournament,Tekken,BBCF,Various,,,,,,,,SWFLFGC,,Southwest Florida FGC,,swflfgc,start.gg/swflfgc ; https://linktr.ee/swfl_fgc,,SWFLFGC,,SWFL FGC,,Active,2024.0118,2024.0118
Run The Clock,USA,Florida,Gainesville,Germain's,"220 NW 8th Ave, Gainesville, FL 32601",Weekly,Sunday,Tournament,SF6,GGST,DBFZ,,,,,,,,rtckingnothing,,Gainesville FGC,its_luxxy (twitter also),,,,,,Gainesville Tournaments,,Active,2024.0220,2024.0220
Frame Kill Fridays,USA,Florida,Jacksonville,Obscura Competitive Gaming Cafe,"915 King St, Jacksonville, FL",Weekly,Friday,Tournament,SF6,MK1,UMvC3,GGST,Tekken,DOA,,,,,R4R3side,,R4R3side Community,Obscura Competitive Gaming Cafe,,https://www.start.gg/hub/rareside,,R4R3side,,,,Active,2024.0118,2024.0118
Osprey Campus Clash,USA,Florida,Jacksonville,University of North Florida,"8 UNF Dr. #2008, Jacksonville, FL 32224, USA",Weekly,Saturday,Tournament,GGST,SF6,GBVSR,Various,,,,,,,itsyoast,Yoast,UNF Esports  Greater Jax FGC,,,www.start.gg/unf,jacob.yoast@gmail.com,itsyoast,tentaaaa_,,,Active,2024.1213,2025.0102
Rec Room's Tuesday Night Fights,USA,Florida,Lakeland,Rec Room LKLD,"202 N Massachusetts Ave, Lakeland, FL 33801",Weekly,Tuesday,Tournament,SF6,Tekken,GGST,,,,,,,,,,Rec Room LKLD eSports,,,https://www.recroomlkld.com/,,,,,,Active,2025.0324,2025.0324
3-2-1 Fight!,USA,Florida,Melbourne,Bakudan Asian Street Fare,"1270 N Wickham Rd #1, Melbourne, FL 32935, USA",Every 2 Weeks,Saturday,Tournament,SF6,GGST,Tekken,,,,,,,,321FGC,,321 FGC,321FGC,,start.gg/321fight,,,,,,Active,2024.0402,2024.0402
3-2-1 Jam Sessions,USA,Florida,Melbourne,Bakudan Asian Street Fare,"1270 N Wickham Rd #1, Melbourne, FL 32935, USA",Monthly,Varies,Casuals,Various,,,,,,,,,,321FGC,,321 FGC,321FGC,,,,,,,,Active,2024.0402,2024.0402
Flynns Gaming,USA,Florida,Miami,Flynn's Arcade,"5869 Margate Blvd, Margate, FL 33063",Weekly,Friday,Tournament,SF6,MK1,GGST,,,,,,,,Flynnsgamingfl,,,Flynn's Gaming,,https://linktr.ee/flynnsgamingfl,,flynnsgamingfl,,Flynn's Arcade FGC,,Active,2024.0118,2024.0118
Newsflash FGC Weekly,USA,Florida,Miami,Guildhall anime Gaming Lounge,"1447 Lyons Rd, Coconut Creek, FL 33063, USA",Weekly,Wednesday,Tournament,SF6,Rivals,GBVSR,Tekken,Various,,,,,,GuildhallGG,,Guildhall,,,https://beacons.ai/guildhall start.gg/newsflash,,EvenMatchupGaming,EvenMatchupGaming2,EMG VODs,,Active,2024.0118,2024.0118
Newsflash SSBM Weekly,USA,Florida,Miami,Guildhall anime Gaming Lounge,"1447 Lyons Rd, Coconut Creek, FL 33063, USA",Weekly,Friday,Tournament,SSBM,,,,,,,,,,GuildhallGG,,Guildhall,,,https://beacons.ai/guildhall start.gg/newsflash,,EvenMatchupGaming,EvenMatchupGaming2,EMG VODs,,Active,2024.0118,2024.0118
Newsflash SSBU Weekly,USA,Florida,Miami,Guildhall anime Gaming Lounge,"1447 Lyons Rd, Coconut Creek, FL 33063, USA",Weekly,Thursday,Tournament,SSBU,,,,,,,,,,GuildhallGG,,Guildhall,,,https://beacons.ai/guildhall start.gg/newsflash,,EvenMatchupGaming,EvenMatchupGaming2,EMG VODs,,Active,2024.0118,2024.0118
Press Start: Game!,USA,Florida,Miami,Guildhall anime Gaming Lounge,"1447 Lyons Rd, Coconut Creek, FL 33063, USA",Weekly,Wednesday,Tournament,Various,,,,,,,,,,GuildhallGG,,Guildhall,,,https://beacons.ai/guildhall start.gg/newsflash,,EvenMatchupGaming,EvenMatchupGaming2,EMG VODs,"source just says ""2D/3D fighters and platform fighters""",Active,2024.0714,2024.0714
Fight Knight FGC Weekly,USA,Florida,Miami,ROK Esports Center,"15305 S Dixie Hwy, Miami, FL 33157",Weekly,Wednesday,Tournament,SF6,MK1,GGST,Tekken,SSBU,UMvC3,NASB2,GBVSR,KOFXV,Various,ROKesports SouthFloridaFGC,,ROK Gaming,,,https://www.flowcode.com/page/rokesports,info@rokesports.com,,,,Calendar here,Active,2024.0118,2024.0118
Fight Knight SSBM Weekly,USA,Florida,Miami,ROK Esports Center,"15305 S Dixie Hwy, Miami, FL 33157",Weekly,Thursday,Tournament,SSBM,,,,,,,,,,ROKesports SouthFloridaFGC,,ROK Gaming,,,https://www.flowcode.com/page/rokesports,info@rokesports.com,,,,Calendar here,Active,2024.0118,2024.0118
Fight Knight SSBU Weekly,USA,Florida,Miami,ROK Esports Center,"15305 S Dixie Hwy, Miami, FL 33157",Weekly,Friday,Tournament,SSBU,,,,,,,,,,ROKesports SouthFloridaFGC,,ROK Gaming,,,https://www.flowcode.com/page/rokesports,info@rokesports.com,,,,Calendar here,Active,2024.0118,2024.0118
ROK Dojo,USA,Florida,Miami,ROK Esports Center,"15305 S Dixie Hwy, Miami, FL 33157",Monthly,Saturday,Tournament,GGST,SF6,MK1,Tekken,GBVSR,KOFXV,DBFZ,Various,,,ROKesports SouthFloridaFGC,,ROK Gaming,South Florida FGC,,https://www.flowcode.com/page/rokesports,info@rokesports.com,,,,,Active,2024.0118,2024.0118
Heart Container Cafe,USA,Florida,Miami,Tenth Level Tavern,"1242 NE 38th St, Oakland Park, FL 33334",Every 2 Weeks,Sunday,Tournament,Tekken,,,,,,,,,,heart_con_cafe,,The Heart Container Cafe Server!,,,https://linktr.ee/theheartcontainercafe,,,,The Heart Container Cafe,,Active,2024.0118,2024.0118
Clash at Coliseum,USA,Florida,Orlando,Coliseum of Comics Kissimmee,"2511 Old Vineland Rd, Kissimmee, FL 34746, USA",Weekly,Tuesday,Tournament,GGST,Tekken,MK1,,,,,,,,KingKaiFL,,,,,,,,,,,Active,2024.0118,2024.0118
Juicy Monthly,USA,Florida,Orlando,Four Points by Sheraton,"5905 International Dr, Orlando, FL 32819",Monthly,Saturday,Tournament,SF6,MK1,GBVSR,UNI,Tekken,GGST,SSBM,SSBU,Various,,JuicyGameNight,,JuicyGameNight,Juicy Game Night,,https://linktr.ee/juicygamenight,juicygamenight@gmail.com,JuicyGameNight,,Juicy Game Night,,Active,2024.0118,2024.0118
Retro Revival,USA,Florida,Orlando,Layton Sports Cards,"130 E Altamonte Dr #1100 Altamonte Springs, FL 32701",Weekly,Tuesday,Tournament,SSF2T,VSav,CvS2,SF6,GGST,KOFXV,Various,,,,RetroRevivalFGC,,Retro Revival,RetroRevivalFGC,,https://linktr.ee/Retrorevivalfgc,,RetroRevivalFGC,,,,Active,2024.0118,2024.0118
Downtown Throwdown,USA,Florida,Pensacola,O'Riley's Irish Pub Downtown,"321 S Palafox St, Pensacola, FL 32502",Weekly,Monday,Tournament,SSBU,HDR,Tekken,SF6,GBVSR,GGXrd,UNI,UMvC3,Various,,,,Pensacola Smash Bros,Pensacola Smash Bros,,,,Khanmando,KhanmandoFGC,,,Active,2024.0621,2024.0621
Gamers on the Edge,USA,Florida,Tampa,Gamers On the Edge,"38577 US Hwy 19 N, Palm Harbor, FL 34684",Weekly,Saturday,Tournament,GBVSR,MK1,Tekken,MBTL,SF6,Various,,,,,GamersOnTheEdge,,,,,https://start.gg/fgcnight,Angel@GoTEesports.com,,,,,Active,2024.0118,2024.0118
Tampa Gaming Dojo,USA,Florida,Tampa,Lowry Parcade,"1213 W Waters Ave, Tampa, FL, 33604",Every 2 Weeks,Sunday,Tournament,SF6,MK1,GGST,DBFZ,GBVSR,Tekken,Retro,,,,BobCustomGamer,,Tampa Gaming Dojo,,,start.gg/gamingdojo,,TampaGamingDojo,,,,Active,2024.0118,2024.0118
HDGG Bi-Weekly,USA,Florida,Tampa,M&M Video Games Tampa,"1548 E Fowler Ave, Tampa, FL 33612",Every 2 Weeks,Saturday,Tournament,SF6,SSBU,MK1,Tekken,,,,,,,HDGamingGroup,,HDGG,,,,HDGamingGroupLLC@gmail.com,hdgaminggroup,,,,Active,2024.0118,2024.0118
Fighting Game Club at USF,USA,Florida,Tampa,Mashall Student Center,USF Tampa Campus,Weekly,Thursday,Tournament,SF6,Various,,,,,,,,,FGClubAtUSF,,USF Esports,,FGClubAtUSF,https://linktr.ee/fgclubatusf,,FGClubAtUSF,,FGClubAtUSF,Other games are decided by poll,Active,2024.0118,2024.0118
Neon Dreams Bi-Weekly 1,USA,Florida,Tampa,Neon Dreams Arcade,"11100 66th St N Largo,FL 33773",Every 2 Weeks,Thursday,Tournament,SF6,,,,,,,,,,neondreamscafe,,Neon Dreams,,,https://www.start.gg/hub/neon-dreams-arcade,,,,,Calendar here,Active,2024.0118,2024.0118
Neon Dreams Bi-Weekly 2,USA,Florida,Tampa,Neon Dreams Arcade,"11100 66th St N Largo,FL 33773",Every 2 Weeks,Thursday,Tournament,GGST,,,,,,,,,,neondreamscafe,,Neon Dreams,,,https://www.start.gg/hub/neon-dreams-arcade,,,,,Calendar here,Active,2024.0118,2024.0118
Neon Dreams Monthly 1,USA,Florida,Tampa,Neon Dreams Arcade,"11100 66th St N Largo,FL 33773",Monthly,Saturday,Tournament,GBVSR,,,,,,,,,,neondreamscafe,,Neon Dreams,,,https://www.start.gg/hub/neon-dreams-arcade,,,,,Calendar here,Active,2024.0118,2024.0118
Neon Dreams Monthly 2,USA,Florida,Tampa,Neon Dreams Arcade,"11100 66th St N Largo,FL 33773",Monthly,Saturday,Tournament,SC2,,,,,,,,,,neondreamscafe,,Neon Dreams,,,https://www.start.gg/hub/neon-dreams-arcade,,,,,Calendar here,Active,2024.0118,2024.0118
Neon Dreams Monthly 3,USA,Florida,Tampa,Neon Dreams Arcade,"11100 66th St N Largo,FL 33773",Monthly,Saturday,Tournament,Tekken,,,,,,,,,,neondreamscafe,,Neon Dreams,,,https://www.start.gg/hub/neon-dreams-arcade,,,,,Calendar here,Active,2024.0118,2024.0118
Prodigy Games FGC,USA,Florida,West Palm Beach,Prodigy Games," 6222 S congress ave unit E2, Lake worth, FL, 33462",Weekly,Thursday,Tournament,SF6,GGST,Tekken,,,,,,,,DKBattleLounge,,DK's Battle Lounge,,dkbattlelounge,https://linktr.ee/dkbattlelounge,,DKBattleLounge,,DK's Battle Lounge,,Active,2024.1212,2024.1212
Prodigy Games Smash Melee,USA,Florida,West Palm Beach,Prodigy Games," 6222 S congress ave unit E2, Lake worth, FL, 33462",Weekly,Tuesday,Tournament,SSBM,,,,,,,,,,DKBattleLounge,,DK's Battle Lounge,,dkbattlelounge,https://linktr.ee/dkbattlelounge,,DKBattleLounge,,DK's Battle Lounge,,Active,2024.1212,2024.1212
Prodigy Games Smash Ultimate,USA,Florida,West Palm Beach,Prodigy Games," 6222 S congress ave unit E2, Lake worth, FL, 33462",Weekly,Friday,Tournament,SSBU,,,,,,,,,,DKBattleLounge,,DK's Battle Lounge,,dkbattlelounge,https://linktr.ee/dkbattlelounge,,DKBattleLounge,,DK's Battle Lounge,,Active,2024.1212,2024.1212
4o4 Esports SSBU Monthly,USA,Georgia,Atlanta,4o4 Esports,"6035 Peachtree Rd Suite C-220, Atlanta, GA 30360",Monthly,Saturday,Tournament,SSBU,,,,,,,,,,4o4esports,,4o4 Esports,,,4o4esports.com,,4o4esports,,,Calendar here,Active,2024.0118,2024.0118
4o4 Esports SSBU Weekly,USA,Georgia,Atlanta,4o4 Esports,"6035 Peachtree Rd Suite C-220, Atlanta, GA 30360",Weekly,Sunday,Tournament,SSBU,NASB2,,,,,,,,,4o4esports,,4o4 Esports,,,4o4esports.com,,4o4esports,,,Calendar here,Active,2024.0118,2024.0118
4o4 Esports Weeklies,USA,Georgia,Atlanta,4o4 Esports,"6035 Peachtree Rd Suite C-220, Atlanta, GA 30360",Weekly,Wednesday,Tournament,SF6,GGST,GBVSR,UNI,MBTL,DBFZ,GGXrd,,,,4o4esports,,4o4 Esports,,,4o4esports.com,,4o4esports,,,Calendar here,Active,2024.0118,2024.0118
 +2 On Block,USA,Georgia,Atlanta,Charlie's Collectible Show,"6009 Memorial Dr Unit 14, Stone Mountain, GA 30083",Monthly,Saturday,Tournament,SF6,KOFXV,3S,SamSho,GGST,MK1,Tekken,UNI,UMvc3,,data_fgc,,,DATA FGC,,https://linktr.ee/datafgc start.gg/2OB,info@datafgc.com,Plus2onBlock,,DATA FGC,,Active,2024.0118,2024.0118
CSRA FGC,USA,Georgia,Augusta,,"North Augusta, Georgia",Unknown,Unknown,Unknown,SSBU,GGST,SF6,GBVSR,,,,,,,csra_fgc  akane_thorn,,CSRA FGC,,,,,,,,Source here,Active,2024.0211,2024.0211
Zone Breakers,USA,Georgia,Fayetteville,IHOP Fayetteville,"705 N Jeff Davis Dr, Fayetteville, GA 30214",Monthly,Wednesday,Tournament,GGST,GBVSR,UNI,SF6,Tekken,SSBU,,,,,ZoneBreakers,,ZoneBreakers,ZoneBreakers Esports,,,,ZoneBreakersTV,,ZoneBreakers,,Active,2024.0118,2024.0118
Reboot Monthly,USA,Georgia,Macon,Reboot Macon,"566 Cherry St, Macon, GA 31201",Monthly,Saturday,Tournament,SSBU,SF6,MK1,Tekken,GGST,Various,,,,,reboot_gaming,,Middle GA FGC,Reboot Retrocade Gaming,,,honestguy8@yahoo.com,RebootRetrocadeGaming,,Reboot Retrocade Gaming,,Active,2024.0118,2024.0118
Reboot Weekly,USA,Georgia,Macon,Reboot Macon,"566 Cherry St, Macon, GA 31201",Weekly,Thursday,Casuals,SSBU,SF6,MK1,Tekken,GGST,Various,,,,,reboot_gaming,,Middle GA FGC,Reboot Retrocade Gaming,,,honestguy8@yahoo.com,RebootRetrocadeGaming,,,,Active,2024.0118,2024.0118
Big Island Battle Rave,USA,Hawaii,Hawaii,Cronies Bar & Grill,"11 Waianuenue Ave, Hilo, HI 96720",Every 2 Weeks,Sunday,Tournament,SF6,Tekken,,,,,,,,,FgcHawaii,,,,,,,,,,,Active,2024.0118,2024.0118
Street Fighter Tournament,USA,Hawaii,Oahu,Oyosami Bar & Grill,"1820 Algaroba St, Honolulu, HI 96826",Weekly,Thursday,Tournament,SF6,GBVSR,UNI,,,,,,,,RayBladeX,,808 Hawaii FGC,,,,,VGHstreaming,,,Games rotate each week,Active,2024.0118,2024.0118
Boise Tea Party,USA,Idaho,Boise,ABU Games,"7211 W Colonial St, Boise, ID 83709",Monthly,Tuesday,Tournament,SF6,MK1,UNI,Various,,,,,,,BoiseFgc,,Boise Idaho FGC,,,https://linktr.ee/boisefgc,,,,,Last Tuesday,Active,2024.0118,2024.0118
SpudSportKumite,USA,Idaho,Boise,Realms Arcade,"109 S 23rd St Suite A, Boise, ID 83702",Monthly,Saturday,Tournament,Tekken,UNI,Various,,,,,,,,SpudSport,,Boise Idaho FGC,Spudsport,,https://linktr.ee/boisefgc,,raijinnski,,,Last Saturday,Active,2024.0118,2024.0118
Forgotten Breaks,USA,Idaho,Boise,Tekken House,"Boise, Idaho",Monthly,Saturday,Tournament,SF6,MK1,UNI,Various,,,,,,,BoiseFgc,,Boise Idaho FGC,Spudsport,,https://linktr.ee/boisefgc,,raijinnski,,,Contact for address; 2nd or 3rd Saturday,Active,2024.0118,2024.0118
Tripoint Smash ft FGC,USA,Illinois,Chicago,Creative Arts Center,"174 S Highpoint Dr, Romeoville, IL 60446",Weekly,Friday,Tournament,SSBU,SSBM,P+,Rivals,NASB2,SF6,UNI,GBVSR,BBCF,Various,UGSGamingLLC,,UGS Gaming,,,http://start.gg/tps,,UGSGaming,UGSGaming2,UGS Gaming,,Active,2024.0118,2024.0118
FGC Meetups,USA,Illinois,Chicago,Ignite Skokie,"8125 Skokie Blvd, Skokie, IL 60077",Every 2 Weeks,Friday,Tournament,SF6,GBVSR,GGST,Tekken,MK1,KOFXV,,,,,LowKickEsports,,Low Kick Esports,,,fgcmeetups.com ,lowkicktournaments@gmail.com,Low Kick Esports,,Low Kick Esports,,Active,2024.0118,2024.0118
Logan Arcade,USA,Illinois,Chicago,Logan Arcade,"2410 W Fullerton Ave, Chicago, IL 60647",Monthly,Sunday,Tournament,3S,,,,,,,,,,,,,,,,,LoganArcade,,,"3rd Sunday, 4pm",Active,2024.0118,2024.0118
Logan Arcade Meetups,USA,Illinois,Chicago,Logan Arcade,"2410 W Fullerton Ave, Chicago, IL 60647",Weekly,Friday,Casuals,3S,VSav,SSF2T,MvC2,,,,,,,,,,,,,,LoganArcade,,,,Active,2024.0118,2024.0118
Chicago Punish,USA,Illinois,Chicago,Midlane Esports,"2741 N Milwaukee Ave, Chicago, IL 60647",Weekly,Tuesday,Tournament,SSF2T,MvC2,VSav,Retro,,,,,,,Xagrand_K,,,,,,,IPG_Esports,,,,Active,2024.0118,2024.0118
Chicago Punish,USA,Illinois,Chicago,Midlane Esports,"2741 N Milwaukee Ave, Chicago, IL 60647",Weekly,Sunday,Tournament,SF6,GGST,Various,,,,,,,,Xagrand_K,,,,,,,IPG_Esports,,,,Active,2024.0118,2024.0118
Scrim Center Battles FGC,USA,Illinois,Chicago,Scrims Esports Gaming Center,"2000 Ogden Ave, Lisle, IL 60532",Every 2 Weeks,Wednesday,Tournament,SF6,MK1,Various,,,,,,,,ScrimsCenter,,Scrims Center,,,https://www.scrimscenter.com/,info@scrimscenter.com,,,,Calendar here,Active,2024.0118,2024.0118
Scrim Center Battles SSBU,USA,Illinois,Chicago,Scrims Esports Gaming Center,"2000 Ogden Ave, Lisle, IL 60532",Every 2 Weeks,Monday,Tournament,SSBU,,,,,,,,,,ScrimsCenter,,Scrims Center,,,https://www.scrimscenter.com/,info@scrimscenter.com,,,,Calendar here,Active,2024.0118,2024.0118
Street Fighter Saturdays,USA,Illinois,Chicago,Yetee Station Arcade,"11 N Broadway, Aurora, IL 60505",Monthly,Saturday,Tournament,SSF2T,3S,,,,,,,,,ArcadeSpruce,,,,,IllinoisFGC.com,,TheYeteeDOTcom,,,"Last Saturday, 7pm",Active,2024.0118,2024.0118
Fargo Fight Night,USA,Illinois,DeKalb,Fargo Skateboarding,"641 E Lincoln Hwy, DeKalb, IL 60115, USA",Weekly,Tuesday,Tournament,Tekken,SSBU,GGXrd,SF6,,,,,,,NWILSmash,,Northwest IL FGC,,,https://linktr.ee/nwilsmash  start.gg/rockfordrumble,,nwilsmash,,NWILsmash,,Active,2024.0714,2024.0714
Rockford Rumble,USA,Illinois,Rockford,Nordlof Center,"118 N Main St, Rockford, IL 61101, USA",Weekly,Tuesday,Tournament,Tekken,GGST,SF6,SSBU,,,,,,,NWILSmash,,Northwest IL FGC,,,https://linktr.ee/nwilsmash  start.gg/rockfordrumble,,nwilsmash,,NWILsmash,,Active,2024.0714,2024.0714
Good For Health - Bad For Education,USA,Illinois,Urbana-Champaign,Araiguma: Advanced Battle Center,"Ste 28, 202 S. Broadway, Urbana IL, 61801",Weekly,Wednesday,Tournament,3S,,,,,,,,,,AraigumaBattle,,Kids In the Hall,Araiguma Battle,araigumabattle,https://araigumabattle.com/,,AraigumaBattle,,Araiguma,Contact for address,Active,2024.1212,2024.1213
Urbana-Champaign Kids in the Hall,USA,Illinois,Urbana-Champaign,Araiguma: Advanced Battle Center,"Ste 28, 202 S. Broadway, Urbana IL, 61801",Weekly,Saturday,Casuals,Retro,SF6,Tekken,GGXrd,SamSho,Various,,,,,AraigumaBattle,,Kids In the Hall,Araiguma Battle,araigumabattle,https://araigumabattle.com/,,AraigumaBattle,,Araiguma,Contact for address,Active,2024.0118,2024.1213
219 Smashdown,USA,Indiana,Chicago,Region Gaming Esports Center,"275 Joliet St #130, Dyer, IN 46311",Weekly,Wednesday,Tournament,SSBU,,,,,,,,,,219_throwdown,,Region Gaming Esports Center,219 Throwdown,219_throwdown,IllinoisFGC.com  https://start.gg/219_smashdown,,219_throwdown,,,,Active,2024.0118,2024.0118
219 Throwdown,USA,Indiana,Chicago,Region Gaming Esports Center,"275 Joliet St #130, Dyer, IN 46311",Every 2 Weeks,Thursday,Tournament,SF6,Tekken,Various,,,,,,,,219_throwdown,,Region Gaming Esports Center,219 Throwdown,219_throwdown,IllinoisFGC.com,,219_throwdown,,,,Active,2024.0118,2024.0118
Fight Club,USA,Indiana,Indianapolis,Boss Battle Games,"6020 E 82nd St, Indianapolis, IN 46250",Monthly,Saturday,Tournament,SF6,Tekken,GGST,Various,,,,,,,IndianaFGC,,Indiana Fighting Game Community,Indiana Fighting Game Community,,http://start.gg/salties  http://indianafgc.com/,,,,,,Active,2024.0215,2024.0215
Salty Sunday,USA,Indiana,Indianapolis,Boss Battle Games,"6020 E 82nd St, Indianapolis, IN 46250",Weekly,Sunday,Tournament,SSBU,,,,,,,,,,IndianaFGC,,Indiana Fighting Game Community,Indiana Fighting Game Community,,http://start.gg/salties  http://indianafgc.com/,,,,,,Active,2024.0215,2024.0215
Des Moines Training Ground,USA,Iowa,Des Moines,Des Moines Gaming Club,"2323 Grand Ave STE 400, Des Moines, IA 50312",Weekly,Wednesday,Tournament,SF6,Tekken,GGST,MK1,Mystery,Various,,,,,PhillyBFG,,Iowa FGC,,,start.gg/DMTG515,,dmtg515,,,,Active,2024.0118,2024.0118
Games King,USA,Iowa,Sioux City,Games King,"823 Gordon Drive, Sioux City, IA 51101",Weekly,Sunday,Tournament,GGST,Idol,SF6,UNI,GBVSR,Tekken,3S,DOA,BBCF,Various,mu_frankie,,Iowa FGC South Dakota FGC Nebraska FGC,,,,,,,,,Active,2025.0424,2025.0428
Top City Fight Night,USA,Kansas,Topeka,Gatekeeper Hobbies,"1917 SW Gage Blvd, Topeka, KS 66604",Monthly,Saturday,Casuals,SF6,GGST,Tekken,GBVSR,KOFXV,UNI,MK1,BBCF,MBTL,Various,,,Topeka FGC,Topeka SRK,,,,,,,Last Saturday of the month,Active,2024.0204,2024.0204
